"","x"
"0",0.0207851092036863
"1",-0.0101253733105757
"2",-0.0063489226520973
"3",0.0471750584827365
"4",0.0482617448251903
"5",-0.0389297080438641
"6",-0.111992770289657
"7",0.0211474233003853
"8",3.02071103909229e-05
"9",0.118754333278446
"10",0.0509472938721985
"11",-0.199307170972279
"12",-0.00199834494945309
"13",0.105894195193814
"14",-0.00830477514103618
"15",-0.00327065183915236
"16",-0.0371673316597517
"17",0.00360391357307632
"18",0.0605309476163248
"19",-0.0765762457998035
"20",-0.0565929504812099
"21",0.00561178459814277
"22",0.0161018480507024
"23",-0.0936682746942954
"24",-0.036642175509901
"25",-0.0214123544462418
"26",0.0456818708406051
"27",-0.00835632510268063
"28",0.108719252319434
"29",-0.0209107752407564
"30",-0.00208000410836051
"31",-0.0879205471838065
"32",0.089983338631999
"33",-0.00544613786274278
"34",-0.0634870662519879
"35",-0.124940898489303
"36",0.0448328104511906
"37",0.0335746060145293
"38",-0.0834820181537977
"39",0.0423228400408441
"40",0.0307551205811511
"41",-0.0091652039062954
"42",0.0365083685479901
"43",0.00807503243613189
"44",0.134310297237724
"45",0.0381205151046135
"46",-0.183687039146218
"47",-0.0598276284861947
"48",0.119329849203414
"49",-0.0423291591817242
"50",0.049846980913413
"51",0.0823198748989935
"52",0.0699060146199293
"53",-0.0626600943893139
"54",-0.0427674514123751
"55",-0.0397465044848144
"56",0.0104252211857509
"57",-0.0655167806792634
"58",-0.09528676656522
"59",-0.00368376382137692
"60",0.0221375147411345
"61",-0.0876324871268012
"62",-0.00149040603620676
"63",-0.0569325660899292
"64",0.0939461671099068
"65",-0.0902782441147518
"66",-0.0177747905061756
"67",0.0730733197510999
"68",-0.0167006677016207
"69",-0.0510967530567183
"70",-0.0300112258297804
"71",0.086289611286586
"72",0.0382233615850576
"73",0.094173354283873
"74",-0.0475153833831424
"75",-0.0416868466107652
"76",0.0497983185518876
"77",-0.0150730513161526
"78",0.0149751022582567
"79",-0.0204057401826884
"80",-0.0452013504824128
"81",-0.0217894036401875
"82",-0.0537744052436814
"83",-0.0568458792650412
"84",-0.0739405547171184
"85",-0.112952740416592
"86",-0.126233938744643
"87",-0.013475913251998
"88",0.0190470056919677
"89",0.126369260790941
"90",0.0804948355659954
"91",0.00637909056084102
"92",0.102847160811906
"93",0.0162379923823202
"94",0.0642823659442594
"95",0.0517134225861017
"96",0.0129073995609377
"97",-0.0546137141989173
"98",-0.0123295226283747
"99",0.0836793449212287
"100",0.04752168128923
"101",-0.142675299866844
"102",0.062257007757627
"103",-0.143036079983435
"104",-0.015343910655549
"105",0.00260660339141369
"106",-0.109015415744611
"107",-0.012618235659645
"108",0.0130548706542165
"109",0.0318628605552253
"110",-0.0407257005361061
"111",-0.104702389173969
"112",-0.0376507436976262
"113",-0.0925991018485256
"114",0.0531574579022869
"115",0.070541790362953
"116",-0.078019056393813
"117",0.0174676252356352
"118",0.0158631291366039
"119",-0.0641514246518396
"120",0.0358836014410633
"121",0.0202578896049582
"122",0.0339982587389651
"123",-0.021092283728325
"124",-0.0360210539164346
"125",0.0076147921120788
"126",0.00769986735582651
"127",0.0528306369930793
"128",0.0725613197293781
"129",-0.0131824547320438
"130",-0.0213270621457189
"131",0.0580471915771596
"132",0.0447681299498787
"133",-0.0739336968537563
"134",-0.0862804703684726
"135",-0.149082928304034
"136",0.143661558945281
"137",-0.0813267310120638
"138",0.0849133436323453
"139",0.00426900017952733
"140",-0.0838199391490949
"141",-0.142037344718833
"142",0.0820776580247541
"143",0.0732125503010851
"144",0.0413293807769303
"145",-0.0567866579324384
"146",-0.0854674426814391
"147",-0.0245836546483499
"148",0.0351736292465981
"149",-0.044954807296467
"150",-0.0411607009841612
"151",-0.0906051950971449
"152",-0.0311347808032928
"153",-0.100119369468467
"154",0.13191729324291
"155",0.207298053270344
"156",-0.163549127956233
"157",0.0239850177170207
"158",0.0669812013301278
"159",-0.0933799686459172
"160",-0.0477450866905217
"161",0.0234850250041922
"162",0.137997792181198
"163",0.126654422437123
"164",-0.104220820695825
"165",-0.0681820818444065
"166",-0.0889983946654393
"167",0.116683759855201
"168",0.045625984916933
"169",-0.0432834097336846
"170",0.057089956493384
"171",-0.0721797112395265
"172",-0.0466734685535302
"173",0.0718144393328253
"174",0.109203746339487
"175",0.0516793757188942
"176",-0.022690245983579
"177",-0.052022622899379
"178",-0.074562028777409
"179",0.0424026353157169
"180",-0.00509561907108522
"181",-0.0151436792171396
"182",0.0276603649058562
"183",0.0909701130318375
"184",0.0613086966554791
"185",-0.0444765493710228
"186",0.114228983278728
"187",-0.169950347430849
"188",-0.0714240733317655
"189",0.012085371825717
"190",0.0350834947358236
"191",0.0382559050581063
"192",-0.036427812843281
"193",0.00605311525510146
"194",-0.00160932379609415
"195",0.0285570170556924
"196",-0.00868521175400202
"197",0.0135349457210901
"198",-0.0309547676211614
"199",0.0588786514257445
